ID	chr	strand	start	stop	gene	region	Binding site coverage (RPM)
1519	14	+	283458	283484	YNL190W	3'UTR	4263.962
1520	14	+	290716	290740	YNL186W	CDS	4770.460
1523	14	+	299619	299641	YNL181W	3'UTR	7561.834
1524	14	+	302816	302847	YNL178W	CDS	5.814
1525	14	+	303078	303110	YNL178W	CDS	1673.202
1526	14	+	311935	311958	YNL172W	CDS	139.570
1527	14	+	332206	332234	YNL162W	3'UTR	5739.257
1528	14	+	333005	333043	YNL161W	CDS	13282.051
1530	14	+	343236	343253	YNL155W	CDS	1828.584
1531	14	+	352557	352581	YNL145W	3'UTR	8652.242
1532	14	+	352637	352659	YNL145W	3'UTR	3632.270
1534	14	+	379508	379538	YNL131W	3'UTR	98395.179
1536	14	+	448699	448726	YNL094W	CDS	5651.848
1537	14	+	453145	453173	YNL091W	CDS	4722.111
1538	14	+	458671	458690	YNL088W	CDS	3.634
1539	14	+	490156	490175	YNL073W	3'UTR	47232.032
1540	14	+	493657	493683	YNL070W	3'UTR	59784.053
1542	14	+	500303	500325	YNL067W	3'UTR	2917.506
1543	14	+	505552	505574	YNL065W	3'UTR	18738.877
1545	14	+	512431	512454	YNL061W	3'UTR	2974.582
1546	14	+	528132	528155	YNL054W	CDS	3689.882
1547	14	+	545923	545947	YNL044W	3'UTR	4688.675
1548	14	+	549332	549350	YNL042W	3'UTR	3.452
1549	14	+	554226	554248	YNL040W	CDS	4096.238
1550	14	+	574409	574429	YNL032W	5'UTR	3175.208
1551	14	+	576923	576953	YNL030W	CDS	1380.250
1552	14	+	577168	577188	YNL030W	3'UTR	144148.248
1553	14	+	581646	581673	YNL027W	3'UTR	1689.377
1554	14	+	582114	582137	YNL026W	CDS	5028.881
1556	14	+	582903	582930	YNL026W	CDS	5353.082
1559	14	+	613612	613629	YNL010W	5'UTR	2015.041
1562	14	+	643487	643504	YNR009W	3'UTR	1328.094
1563	14	+	644217	644242	YNR010W	3'UTR	4.724
1564	14	+	653223	653244	YNR014W	3'UTR	3870.154
1565	14	+	662785	662810	YNR017W	5'UTR	4488.778
1567	14	+	672161	672182	YNR023W	3'UTR	10178.236
1568	14	+	680461	680487	YNR030W	3'UTR	5480.846
1570	14	+	703191	703212	YNR043W	3'UTR	10259.106
1571	14	-	43274	43300	YNL315C	3'UTR	13660.960
1572	14	-	45903	45931	YNL313C	CDS	437.427
1573	14	-	56192	56208	YNL307C	3'UTR	1526.545
1575	14	-	74653	74671	YNL297C	CDS	1899.096
1576	14	-	78605	78639	YNL294C	3'UTR	10100.647
1577	14	-	99228	99250	YNL284C-B	CDS	25.079
1578	14	-	103083	103105	YNL284C	3'UTR	14219.571
1579	14	-	129405	129424	YNL271C	3'UTR	726.926
1580	14	-	146561	146589	YNL264C	CDS	3425.640
1582	14	-	171463	171480	YNL252C	CDS	1570.160
1583	14	-	172563	172585	YNL251C	3'UTR	4296.862
1584	14	-	180364	180398	YNL249C	CDS	2149.886
1587	14	-	220053	220075	YNL229C	CDS	4317.769
1590	14	-	231754	231776	YNL221C	CDS	1191.251
1592	14	-	267649	267673	YNL197C	CDS	1076.760
1593	14	-	292094	292114	YNL185C	3'UTR	12903.479
1594	14	-	303535	303554	YNL177C	3'UTR	14776.777
1596	14	-	341406	341425	YNL156C	CDS	1824.584
1597	14	-	368519	368540	YNL137C	3'UTR	39834.654
1600	14	-	397926	397947	YNL122C	3'UTR	18521.356
1601	14	-	416730	416761	YNL111C	3'UTR	1872.560
1604	14	-	439514	439535	YNL098C	3'UTR	6112.728
1606	14	-	443366	443388	YNL096C	3'UTR	4309.404
1607	14	-	493839	493862	YNL069C	3'UTR	9311.572
1608	14	-	493910	493932	YNL069C	3'UTR	1090.934
1611	14	-	507233	507251	YNL064C	5'UTR	5000.170
1612	14	-	508698	508726	YNL062C	3'UTR	84.323
1613	14	-	516866	516883	YNL058C	5'UTR	9.814
1615	14	-	621243	621262	YNL005C	3'UTR	16267.882
1616	14	-	649548	649570	YNR013C	CDS	4083.689
1618	14	-	655397	655415	YNR016C	CDS	1909.456
1623	14	-	661752	661771	YNR016C	5'UTR	4688.682
1627	14	-	687191	687216	YNR032C-A	3'UTR	4257.250
1629	14	-	694231	694267	YNR036C	3'UTR	1947.966
1630	14	-	694285	694308	YNR036C	3'UTR	3620.098
1631	14	-	695005	695023	YNR037C	3'UTR	13250.413
1632	14	-	713511	713530	YNR049C	CDS	3514.688
1633	14	-	717425	717461	YNR051C	CDS	9023.715
1634	15	+	8156	8195	YOL164W	3'UTR	4964.896
1635	15	+	34960	34994	YOL154W	CDS	1125.828
1636	15	+	76336	76358	YOL130W	CDS	3749.304
1637	15	+	87573	87602	YOL123W	5'UTR	4596.003
1639	15	+	110726	110751	YOL109W	3'UTR	4746.474
1641	15	+	185680	185710	YOL077W-A	3'UTR	7368.864
1643	15	+	218605	218636	YOL059W	3'UTR	9438.403
1644	15	+	223523	223545	YOL056W	CDS	4292.679
1645	15	+	238865	238888	YOL049W	CDS	5172.804
1647	15	+	240019	240040	YOL049W	CDS	3278.440
1649	15	+	256465	256484	YOL036W	5'UTR	2068.114
1651	15	+	280201	280222	YOL023W	3'UTR	3674.251
1652	15	+	289907	289926	YOL019W	CDS	567.002
1653	15	+	300069	300095	YOL014W	3'UTR	5735.983
1655	15	+	321203	321220	YOL004W	CDS	6.543
1657	15	+	382832	382852	YOR027W	3'UTR	3316.427
1658	15	+	414068	414088	YOR045W	3'UTR	30127.453
1662	15	+	455798	455819	YOR069W	3'UTR	5177.522
1664	15	+	476842	476860	YOR080W	3'UTR	3.452
1665	15	+	503469	503491	YOR094W	3'UTR	3465.081
1666	15	+	521111	521136	YOR107W	5'UTR	4408.456
1667	15	+	524870	524900	YOR108W	3'UTR	7475.901
1668	15	+	551622	551640	YOR120W	CDS	5407.229
1669	15	+	577740	577768	YOR133W	3'UTR	15687.270
1670	15	+	580853	580872	YOR136W	CDS	3122.154
1671	15	+	592983	593003	YOR142W	5'UTR	3144.691
1673	15	+	612537	612560	YOR150W	3'UTR	94639.781
1674	15	+	619737	619759	YOR153W	5'UTR	9067.125
1675	15	+	621314	621333	YOR153W	CDS	2257.108
1676	15	+	656541	656558	YOR172W	CDS	3732.408
1677	15	+	663615	663634	YOR176W	3'UTR	3100.342
1679	15	+	684120	684143	YOR187W	CDS	10471.369
1680	15	+	684151	684169	YOR187W	CDS	8112.869
1681	15	+	685364	685381	YOR187W	3'UTR	4890.388
1683	15	+	688682	688702	YOR188W	CDS	3533.958
1685	15	+	724700	724717	YOR204W	CDS	1553.805
1687	15	+	725005	725022	YOR204W	3'UTR	1373.891
1689	15	+	763044	763064	YOR227W	CDS	5216.986
1690	15	+	768488	768505	YOR229W	CDS	1537.448
1691	15	+	772140	772159	YOR230W	3'UTR	2860.460
1692	15	+	775345	775364	YOR232W	3'UTR	23893.355
1693	15	+	784145	784163	YOR238W	CDS	7648.171
1694	15	+	787132	787150	YOR241W	CDS	2330.713
1695	15	+	788353	788379	YOR241W	CDS	5274.752
1696	15	+	797610	797646	YOR247W	5'UTR	14853.472
1697	15	+	798383	798410	YOR248W	3'UTR	4686.489
1700	15	+	842493	842523	snR5	snoRNA	6642.097
1701	15	+	842546	842564	snR5	snoRNA	3.452
1704	15	+	867127	867148	YOR293W	CDS	4445.883
1705	15	+	867960	867979	YOR293W	3'UTR	9907.102
1706	15	+	870067	870087	YOR295W	3'UTR	2083.733
1707	15	+	889400	889423	YOR305W	CDS	5212.054
1708	15	+	946046	946068	YOR334W	3'UTR	6997.934
1712	15	+	1011112	1011130	YOR359W	5'UTR	8880.864
1713	15	+	1012802	1012821	YOR359W	3'UTR	1057.678
1714	15	+	1026277	1026305	YOR367W	CDS	6450.748
1715	15	+	1052249	1052273	YOR380W	CDS	4902.218
1716	15	+	1060036	1060056	YOR382W	3'UTR	3762.935
1717	15	-	54547	54565	YOL143C	3'UTR	5627.500
1718	15	-	81618	81642	YOL126C	3'UTR	30279.001
1722	15	-	115731	115753	YOL105C	CDS	1818.226
1723	15	-	159507	159525	YOL086C	3'UTR	2720.884
1725	15	-	209801	209821	YOL063C	CDS	3759.118
1727	15	-	215525	215546	YOL060C	CDS	3522.319
1728	15	-	253097	253115	YOL040C	3'UTR	43072.067
1729	15	-	271855	271878	YOL027C	3'UTR	1229.959
1730	15	-	273273	273291	YOL027C	CDS	1681.563
1731	15	-	283647	283682	YOL021C	CDS	6.541
1734	15	-	339982	340006	YOR007C	5'UTR	4615.988
1735	15	-	370476	370499	YOR020C	3'UTR	113926.072
1736	15	-	372685	372705	YOR021C	3'UTR	3278.255
1737	15	-	397227	397247	YOR034C	5'UTR	3064.532
1739	15	-	426620	426645	YOR052C	3'UTR	28074.952
1743	15	-	502418	502447	YOR093C	CDS	6155.238
1744	15	-	507083	507100	YOR097C	CDS	1884.199
1745	15	-	544258	544277	YOR116C	5'UTR	2387.964
1746	15	-	552176	552215	YOR122C	3'UTR	2049.932
1747	15	-	552254	552273	YOR122C	3'UTR	6010.049
1749	15	-	558931	558950	YOR125C	3'UTR	3580.835
1750	15	-	570624	570642	YOR130C	CDS	2299.627
1751	15	-	572123	572142	YOR131C	3'UTR	3100.340
1752	15	-	602056	602083	YOR143C	CDS	6055.302
1753	15	-	609934	609957	YOR149C	CDS	4291.762
1755	15	-	633183	633206	YOR159C	3'UTR	1709.731
1756	15	-	644334	644351	YOR164C	5'UTR	1455.671
1757	15	-	648929	648968	YOR167C	CDS	5924.440
1758	15	-	678162	678189	YOR182C	3'UTR	24983.341
1759	15	-	681625	681645	YOR185C	CDS	3201.933
1760	15	-	718503	718520	YOR198C	3'UTR	1455.669
1762	15	-	720434	720452	YOR201C	3'UTR	2199.497
1763	15	-	720467	720487	YOR198C	5'UTR	19590.120
1765	15	-	756995	757015	YOR221C	CDS	45.797
1766	15	-	778521	778548	YOR234C	3'UTR	5622.784
1770	15	-	824251	824275	YOR267C	CDS	4447.888
1771	15	-	824448	824474	YOR267C	CDS	25460.425
1772	15	-	829547	829571	YOR270C	CDS	5683.668
1775	15	-	1001050	1001069	YOR354C	3'UTR	26930.638
1776	15	-	1013174	1013206	YOR360C	3'UTR	7016.642
1777	15	-	1018028	1018063	YOR362C	CDS	2793.578
1779	15	-	1023049	1023077	YOR363C	CDS	5591.687
1781	15	-	1028539	1028574	YOR369C	CDS	1157.994
1783	16	+	24666	24687	YPL274W	CDS	4170.005
1784	16	+	26086	26108	YPL273W	3'UTR	13362.895
1785	16	+	51064	51084	YPL260W	3'UTR	6281.749
1787	16	+	68946	68963	YPL255W	3'UTR	2093.544
1788	16	+	89521	89544	YPL243W	CDS	4370.290
1791	16	+	104145	104162	YPL235W	CDS	1972.512
1795	16	+	112712	112736	YPL231W	CDS	2339.793
1796	16	+	136479	136497	YPL220W	3'UTR	2558.599
1797	16	+	167446	167484	YPL203W	3'UTR	10723.452
1799	16	+	174738	174762	YPL198W	3'UTR	5043.063
1800	16	+	199446	199474	YPL183W-A	3'UTR	89448.246
1801	16	+	212824	212849	YPL178W	3'UTR	4486.051
1803	16	+	297531	297551	YPL135W	5'UTR	3904.139
1804	16	+	298348	298369	YPL135W	3'UTR	4301.594
1805	16	+	302633	302654	YPL132W	3'UTR	2614.385
1809	16	+	326583	326611	YPL118W	5'UTR	7014.656
1812	16	+	357740	357761	YPL104W	3'UTR	36550.607
1815	16	+	367170	367187	YPL096W	CDS	3.271
1816	16	+	389257	389282	YPL085W	CDS	5112.474
1824	16	+	434176	434196	YPL061W	3'UTR	5898.652
1825	16	+	444610	444627	YPL059W	CDS	1220.146
1826	16	+	444636	444654	YPL059W	CDS	2803.574
1828	16	+	484757	484778	YPL036W	CDS	3.997
1830	16	+	499324	499347	YPL028W	3'UTR	5220.778
1831	16	+	509574	509594	YPL022W	CDS	6472.553
1832	16	+	520948	520985	YPL016W	5'UTR	13424.879
1833	16	+	522757	522774	YPL016W	CDS	1553.805
1834	16	+	533475	533502	YPL012W	3'UTR	6899.990
1835	16	+	540984	541002	YPL008W	CDS	1477.839
1836	16	+	575143	575163	YPR008W	3'UTR	3186.653
1841	16	+	650023	650053	YPR041W	3'UTR	15290.189
1842	16	+	654886	654918	YPR043W	3'UTR	13361.627
1843	16	+	658981	659004	YPR047W	3'UTR	17905.085
1845	16	+	680190	680207	YPR065W	CDS	1231.775
1846	16	+	682785	682804	YPR067W	3'UTR	3343.862
1847	16	+	691308	691329	YPR072W	CDS	3338.403
1848	16	+	701997	702027	YPR080W	3'UTR	11804.926
1849	16	+	702040	702059	YPR080W	3'UTR	61571.213
1850	16	+	702065	702085	YPR080W	3'UTR	3268.616
1851	16	+	715254	715289	YPR089W	CDS	14458.572
1852	16	+	753792	753813	YPR114W	CDS	4276.876
1854	16	+	773391	773415	YPR119W	3'UTR	4879.488
1856	16	+	785431	785450	YPR122W	CDS	1984.510
1857	16	+	788266	788286	YPR125W	CDS	3.816
1858	16	+	797835	797857	YPR133W-A	3'UTR	228377.157
1859	16	+	815544	815567	YPR140W	3'UTR	4697.393
1860	16	+	821744	821772	snR45	snoRNA	6556.152
1861	16	+	821804	821835	snR45	snoRNA	7304.163
1862	16	+	821880	821903	snR45	snoRNA	18184.235
1863	16	+	830291	830308	YPR149W	CDS	1171.078
1864	16	+	830447	830465	YPR149W	3'UTR	1640.128
1865	16	+	859511	859534	YPR159W	CDS	3912.326
1869	16	+	876040	876070	YPR165W	3'UTR	28.170
1870	16	+	883320	883343	YPR169W-A	CDS	4688.674
1871	16	-	73279	73318	YPL252C	3'UTR	10602.403
1872	16	-	86967	86985	YPL244C	3'UTR	2030.302
1874	16	-	96447	96469	YPL240C	3'UTR	4700.846
1876	16	-	162571	162600	YPL206C	3'UTR	3134.868
1878	16	-	224275	224305	YPL172C	3'UTR	77030.401
1880	16	-	242497	242520	YPL163C	CDS	4178.362
1881	16	-	256843	256869	YPL156C	5'UTR	83.417
1882	16	-	260834	260851	YPL154C	CDS	1694.466
1884	16	-	278214	278232	YPL145C	3'UTR	2168.426
1885	16	-	279031	279048	YPL145C	CDS	1514.551
1886	16	-	285627	285662	YPL141C	CDS	15335.251
1887	16	-	308630	308654	YPL127C	3'UTR	9441.674
1888	16	-	364270	364290	YPL099C	5'UTR	5655.859
1890	16	-	377216	377233	YPL090C	3'UTR	1929.982
1891	16	-	377623	377661	YPL090C	CDS	644.966
1892	16	-	379856	379874	YPL089C	CDS	1805.866
1893	16	-	407812	407835	YPL078C	3'UTR	8723.841
1895	16	-	462444	462466	YPL049C	3'UTR	4401.354
1896	16	-	476623	476650	YPL040C	CDS	4544.011
1898	16	-	515679	515709	YPL019C	CDS	10057.383
1899	16	-	550609	550628	YPL004C	3'UTR	3380.204
1900	16	-	564167	564188	YPR004C	CDS	1923.084
1901	16	-	600611	600630	YPR021C	3'UTR	2849.558
1903	16	-	677663	677685	YPR063C	3'UTR	4321.939
1904	16	-	716119	716146	YPR091C	3'UTR	4192.919
1905	16	-	719163	719186	snR41	snoRNA	7655.793
1906	16	-	719204	719240	snR41	snoRNA	13717.121
1907	16	-	719877	719914	YPR093C	CDS	6719.361
1909	16	-	791393	791414	YPR128C	CDS	3866.152
1910	16	-	813107	813127	YPR139C	3'UTR	8514.109
1912	16	-	864422	864439	YPR161C	3'UTR	1089.299
1913	16	-	876218	876235	YPR166C	3'UTR	1475.298
1915	16	-	898179	898199	YPR181C	CDS	3148.507
